LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs)
E01002470,Hillingdon 007D,E09000017,Hillingdon,0.2,11597,4,0.1,17270,6
E01002471,Hillingdon 008E,E09000017,Hillingdon,0.1,21009,7,0.1,24963,8
E01002472,Hillingdon 002A,E09000017,Hillingdon,0.2,10561,4,0.1,18942,6
E01002473,Hillingdon 001A,E09000017,Hillingdon,0.0,29073,9,0.1,19699,6
E01002474,Hillingdon 002B,E09000017,Hillingdon,0.1,18651,6,0.2,14332,5
E01002475,Hillingdon 001B,E09000017,Hillingdon,0.1,22655,7,0.1,16994,6
E01002476,Hillingdon 001C,E09000017,Hillingdon,0.1,25352,8,0.1,29988,10
E01002477,Hillingdon 001D,E09000017,Hillingdon,0.1,23430,8,0.1,23305,8
E01002478,Hillingdon 002C,E09000017,Hillingdon,0.1,21326,7,0.1,24568,8
E01002479,Hillingdon 004C,E09000017,Hillingdon,0.1,19761,7,0.2,12660,4
E01002480,Hillingdon 004D,E09000017,Hillingdon,0.1,25125,8,0.1,29138,9
E01002481,Hillingdon 004E,E09000017,Hillingdon,0.3,8915,3,0.2,10108,4
E01002482,Hillingdon 001E,E09000017,Hillingdon,0.0,29413,9,0.1,27938,9
E01002483,Hillingdon 002D,E09000017,Hillingdon,0.1,21913,7,0.1,20440,7
E01002484,Hillingdon 002E,E09000017,Hillingdon,0.2,15409,5,0.2,11851,4
E01002485,Hillingdon 002F,E09000017,Hillingdon,0.2,14290,5,0.1,18002,6
E01002486,Hillingdon 028A,E09000017,Hillingdon,0.2,10901,4,0.3,7558,3
E01002487,Hillingdon 028B,E09000017,Hillingdon,0.2,13793,5,0.2,11555,4
E01002488,Hillingdon 030B,E09000017,Hillingdon,0.2,11728,4,0.2,12767,4
E01002489,Hillingdon 030C,E09000017,Hillingdon,0.2,13765,5,0.2,14114,5
E01002490,Hillingdon 030D,E09000017,Hillingdon,0.2,10557,4,0.2,12974,4
E01002491,Hillingdon 032D,E09000017,Hillingdon,0.3,6715,3,0.2,12826,4
E01002492,Hillingdon 030E,E09000017,Hillingdon,0.3,9208,3,0.2,12322,4
E01002493,Hillingdon 032E,E09000017,Hillingdon,0.4,3639,2,0.3,7141,3
E01002494,Hillingdon 009C,E09000017,Hillingdon,0.2,15451,5,0.2,14775,5
E01002495,Hillingdon 010E,E09000017,Hillingdon,0.2,15314,5,0.2,14659,5
E01002496,Hillingdon 033A,E09000017,Hillingdon,0.1,17144,6,0.2,13006,4
E01002497,Hillingdon 033B,E09000017,Hillingdon,0.2,10469,4,0.1,18484,6
E01002498,Hillingdon 033C,E09000017,Hillingdon,0.1,18613,6,0.1,22850,7
E01002499,Hillingdon 033D,E09000017,Hillingdon,0.2,15623,5,0.1,17479,6
E01002501,Hillingdon 026B,E09000017,Hillingdon,0.2,10992,4,0.2,11735,4
E01002502,Hillingdon 026C,E09000017,Hillingdon,0.3,7520,3,0.3,6926,3
E01002503,Hillingdon 027C,E09000017,Hillingdon,0.3,5925,2,0.4,3806,2
E01002504,Hillingdon 027D,E09000017,Hillingdon,0.3,6463,2,0.2,9547,3
E01002505,Hillingdon 026D,E09000017,Hillingdon,0.3,5067,2,0.4,2276,1
E01002506,Hillingdon 027E,E09000017,Hillingdon,0.3,5700,2,0.5,1284,1
E01002507,Hillingdon 027F,E09000017,Hillingdon,0.2,9713,3,0.2,8901,3
E01002508,Hillingdon 026E,E09000017,Hillingdon,0.3,5918,2,0.4,2129,1
E01002509,Hillingdon 017D,E09000017,Hillingdon,0.1,21910,7,0.1,28687,9
E01002511,Hillingdon 017E,E09000017,Hillingdon,0.2,10735,4,0.2,10983,4
E01002512,Hillingdon 013C,E09000017,Hillingdon,0.1,27369,9,0.1,27341,9
E01002513,Hillingdon 013D,E09000017,Hillingdon,0.1,18557,6,0.1,28162,9
E01002514,Hillingdon 015C,E09000017,Hillingdon,0.2,15512,5,0.1,17438,6
E01002515,Hillingdon 015D,E09000017,Hillingdon,0.2,11925,4,0.3,7704,3
E01002516,Hillingdon 013E,E09000017,Hillingdon,0.1,21825,7,0.1,25068,8
E01002518,Hillingdon 022C,E09000017,Hillingdon,0.1,25499,8,0.1,28668,9
E01002519,Hillingdon 022D,E09000017,Hillingdon,0.3,6897,3,0.2,8582,3
E01002520,Hillingdon 016B,E09000017,Hillingdon,0.2,10685,4,0.2,9225,3
E01002521,Hillingdon 016C,E09000017,Hillingdon,0.3,5745,2,0.4,3093,1
E01002523,Hillingdon 016D,E09000017,Hillingdon,0.1,19662,6,0.2,10019,4
E01002525,Hillingdon 029B,E09000017,Hillingdon,0.2,14894,5,0.2,15050,5
E01002526,Hillingdon 028C,E09000017,Hillingdon,0.3,8446,3,0.3,7368,3
E01002527,Hillingdon 031D,E09000017,Hillingdon,0.4,2426,1,0.2,15298,5
E01002528,Hillingdon 028D,E09000017,Hillingdon,0.3,6339,2,0.3,8219,3
E01002529,Hillingdon 029C,E09000017,Hillingdon,0.2,9431,3,0.2,15663,5
E01002530,Hillingdon 029D,E09000017,Hillingdon,0.4,4293,2,0.3,7265,3
E01002531,Hillingdon 029E,E09000017,Hillingdon,0.2,15886,5,0.2,16122,5
E01002532,Hillingdon 028E,E09000017,Hillingdon,0.4,4046,2,0.3,8047,3
E01002533,Hillingdon 005A,E09000017,Hillingdon,0.2,10942,4,0.1,17501,6
E01002534,Hillingdon 005B,E09000017,Hillingdon,0.1,23049,8,0.2,15516,5
E01002535,Hillingdon 007E,E09000017,Hillingdon,0.1,24556,8,0.1,21046,7
E01002536,Hillingdon 009D,E09000017,Hillingdon,0.1,23474,8,0.1,19427,6
E01002537,Hillingdon 009E,E09000017,Hillingdon,0.1,27500,9,0.1,18720,6
E01002538,Hillingdon 005C,E09000017,Hillingdon,0.1,19463,6,0.2,16453,6
E01002539,Hillingdon 005D,E09000017,Hillingdon,0.1,20837,7,0.1,28276,9
E01002540,Hillingdon 020C,E09000017,Hillingdon,0.3,6295,2,0.2,12368,4
E01002541,Hillingdon 023A,E09000017,Hillingdon,0.2,16264,5,0.1,16696,6
E01002542,Hillingdon 020D,E09000017,Hillingdon,0.4,4517,2,0.3,4732,2
E01002543,Hillingdon 020E,E09000017,Hillingdon,0.3,7027,3,0.2,10967,4
E01002544,Hillingdon 023B,E09000017,Hillingdon,0.1,16760,6,0.2,14582,5
E01002545,Hillingdon 023C,E09000017,Hillingdon,0.4,1750,1,0.4,2658,1
E01002546,Hillingdon 023D,E09000017,Hillingdon,0.2,14492,5,0.2,11996,4
E01002547,Hillingdon 023E,E09000017,Hillingdon,0.2,10197,4,0.2,11025,4
E01002548,Hillingdon 025A,E09000017,Hillingdon,0.3,5141,2,0.3,6864,3
E01002549,Hillingdon 025B,E09000017,Hillingdon,0.3,8855,3,0.2,15937,5
E01002550,Hillingdon 022E,E09000017,Hillingdon,0.3,6951,3,0.2,9010,3
E01002551,Hillingdon 025C,E09000017,Hillingdon,0.3,6051,2,0.3,7864,3
E01002552,Hillingdon 025D,E09000017,Hillingdon,0.3,4798,2,0.2,13713,5
E01002553,Hillingdon 025E,E09000017,Hillingdon,0.3,4839,2,0.3,7290,3
E01002554,Hillingdon 022F,E09000017,Hillingdon,0.3,8425,3,0.3,7348,3
E01032577,Hillingdon 033E,E09000017,Hillingdon,0.1,21807,7,0.1,19291,6
E01033724,Hillingdon 016F,E09000017,Hillingdon,0.3,7225,3,0.2,15792,5
E01033725,Hillingdon 015F,E09000017,Hillingdon,0.3,7296,3,0.2,12168,4
E01002555,Hounslow 022A,E09000018,Hounslow,0.2,15744,5,0.1,16782,6
E01002556,Hounslow 022B,E09000018,Hounslow,0.1,16342,5,0.2,15738,5
E01002557,Hounslow 023A,E09000018,Hounslow,0.3,7773,3,0.2,10416,4
E01002558,Hounslow 023B,E09000018,Hounslow,0.3,7089,3,0.2,13567,5
E01002559,Hounslow 023C,E09000018,Hounslow,0.3,8816,3,0.2,10313,4
E01002560,Hounslow 023D,E09000018,Hounslow,0.3,6655,3,0.2,10295,4
E01002561,Hounslow 023E,E09000018,Hounslow,0.4,3077,1,0.3,5337,2
E01002562,Hounslow 003A,E09000018,Hounslow,0.3,5280,2,0.2,9854,4
E01002563,Hounslow 006A,E09000018,Hounslow,0.1,18521,6,0.1,17750,6
E01002564,Hounslow 003B,E09000018,Hounslow,0.4,3356,2,0.3,7194,3
E01002565,Hounslow 006B,E09000018,Hounslow,0.1,17985,6,0.2,10753,4
E01002566,Hounslow 003C,E09000018,Hounslow,0.4,2613,1,0.3,5234,2
E01002567,Hounslow 006C,E09000018,Hounslow,0.1,19309,6,0.2,8888,3
E01002568,Hounslow 003D,E09000018,Hounslow,0.4,2348,1,0.4,2255,1
E01002569,Hounslow 001A,E09000018,Hounslow,0.1,21626,7,0.1,20136,7
E01002570,Hounslow 001B,E09000018,Hounslow,0.1,19359,6,0.1,18037,6
E01002571,Hounslow 007A,E09000018,Hounslow,0.0,29600,10,0.1,28959,9
E01002572,Hounslow 007B,E09000018,Hounslow,0.3,4776,2,0.3,7447,3
E01002573,Hounslow 001C,E09000018,Hounslow,0.0,29753,10,0.1,22627,7
E01002574,Hounslow 001D,E09000018,Hounslow,0.1,24686,8,0.1,22046,7
E01002575,Hounslow 001E,E09000018,Hounslow,0.1,24208,8,0.1,21316,7
E01002576,Hounslow 008A,E09000018,Hounslow,0.2,9950,4,0.1,16500,6
E01002577,Hounslow 007C,E09000018,Hounslow,0.1,20916,7,0.1,22464,7
E01002578,Hounslow 007D,E09000018,Hounslow,0.1,25363,8,0.1,18280,6
E01002579,Hounslow 008B,E09000018,Hounslow,0.1,27637,9,0.1,18895,6
E01002580,Hounslow 008C,E09000018,Hounslow,0.2,12462,4,0.4,3371,2
E01002581,Hounslow 008D,E09000018,Hounslow,0.1,17578,6,0.1,18479,6
E01002582,Hounslow 008E,E09000018,Hounslow,0.1,28157,9,0.1,19822,7
E01002583,Hounslow 013A,E09000018,Hounslow,0.2,11053,4,0.2,13434,5
E01002584,Hounslow 013B,E09000018,Hounslow,0.2,12216,4,0.2,11740,4
E01002585,Hounslow 013C,E09000018,Hounslow,0.3,7329,3,0.3,6405,2
E01002586,Hounslow 013D,E09000018,Hounslow,0.2,13861,5,0.2,13271,5
E01002587,Hounslow 016A,E09000018,Hounslow,0.2,11612,4,0.2,10433,4
E01002588,Hounslow 016B,E09000018,Hounslow,0.5,936,1,0.4,3512,2
E01002589,Hounslow 013E,E09000018,Hounslow,0.3,7783,3,0.3,4498,2
E01002590,Hounslow 022C,E09000018,Hounslow,0.2,12999,4,0.2,14455,5
E01002591,Hounslow 024A,E09000018,Hounslow,0.2,9743,3,0.2,15380,5
E01002592,Hounslow 022D,E09000018,Hounslow,0.3,7419,3,0.2,10382,4
E01002593,Hounslow 024B,E09000018,Hounslow,0.1,16553,6,0.2,11205,4
E01002594,Hounslow 024C,E09000018,Hounslow,0.3,7590,3,0.2,13448,5
E01002595,Hounslow 022E,E09000018,Hounslow,0.3,6773,3,0.3,8390,3
E01002596,Hounslow 027A,E09000018,Hounslow,0.2,11662,4,0.3,8233,3
E01002598,Hounslow 025B,E09000018,Hounslow,0.3,7782,3,0.2,12975,4
E01002599,Hounslow 025C,E09000018,Hounslow,0.2,10768,4,0.2,9402,3
E01002600,Hounslow 025D,E09000018,Hounslow,0.2,9451,3,0.2,13795,5
E01002601,Hounslow 027B,E09000018,Hounslow,0.2,14453,5,0.2,12822,4
E01002602,Hounslow 027C,E09000018,Hounslow,0.1,18050,6,0.1,17968,6
E01002603,Hounslow 025E,E09000018,Hounslow,0.2,10922,4,0.2,10137,4
E01002604,Hounslow 026A,E09000018,Hounslow,0.4,3644,2,0.4,1953,1
E01002605,Hounslow 026B,E09000018,Hounslow,0.3,6276,2,0.2,9449,3
E01002606,Hounslow 026C,E09000018,Hounslow,0.3,5518,2,0.3,5674,2
E01002607,Hounslow 026D,E09000018,Hounslow,0.2,10042,4,0.1,16976,6
E01002608,Hounslow 028A,E09000018,Hounslow,0.3,5679,2,0.2,12650,4
E01002609,Hounslow 028B,E09000018,Hounslow,0.2,12912,4,0.1,17785,6
E01002610,Hounslow 028C,E09000018,Hounslow,0.3,7594,3,0.2,14880,5
E01002611,Hounslow 024D,E09000018,Hounslow,0.2,13758,5,0.1,18496,6
E01002612,Hounslow 024E,E09000018,Hounslow,0.3,5788,2,0.2,8982,3
E01002613,Hounslow 024F,E09000018,Hounslow,0.2,10186,4,0.2,15035,5
E01002614,Hounslow 027D,E09000018,Hounslow,0.2,11765,4,0.1,18210,6
E01002615,Hounslow 026E,E09000018,Hounslow,0.3,4855,2,0.4,3071,1
E01002616,Hounslow 027E,E09000018,Hounslow,0.2,14988,5,0.1,17135,6
E01002617,Hounslow 028D,E09000018,Hounslow,0.1,20356,7,0.1,26596,9
E01002618,Hounslow 011A,E09000018,Hounslow,0.1,17735,6,0.2,10867,4
E01002619,Hounslow 010A,E09000018,Hounslow,0.2,14147,5,0.3,5442,2
E01002620,Hounslow 004A,E09000018,Hounslow,0.3,8112,3,0.2,8601,3
E01002621,Hounslow 011B,E09000018,Hounslow,0.2,11711,4,0.3,4864,2
E01002622,Hounslow 010B,E09000018,Hounslow,0.2,11248,4,0.2,9666,3
E01002623,Hounslow 011C,E09000018,Hounslow,0.3,8083,3,0.3,7972,3
E01002624,Hounslow 017A,E09000018,Hounslow,0.2,10550,4,0.2,10220,4
E01002625,Hounslow 004B,E09000018,Hounslow,0.1,17333,6,0.2,11058,4
E01002626,Hounslow 004C,E09000018,Hounslow,0.2,11840,4,0.2,9297,3
E01002627,Hounslow 004D,E09000018,Hounslow,0.4,3811,2,0.3,5686,2
E01002628,Hounslow 011D,E09000018,Hounslow,0.2,13696,5,0.2,15381,5
E01002629,Hounslow 011E,E09000018,Hounslow,0.2,10273,4,0.3,8033,3
E01002630,Hounslow 012A,E09000018,Hounslow,0.2,15244,5,0.1,17018,6
E01002631,Hounslow 004E,E09000018,Hounslow,0.2,12837,4,0.3,6051,2
E01002632,Hounslow 010C,E09000018,Hounslow,0.2,11161,4,0.2,12821,4
E01002633,Hounslow 005A,E09000018,Hounslow,0.5,1337,1,0.3,7204,3
E01002634,Hounslow 005B,E09000018,Hounslow,0.3,4921,2,0.4,3508,2
E01002635,Hounslow 010D,E09000018,Hounslow,0.2,12587,4,0.2,16189,5
E01002636,Hounslow 010E,E09000018,Hounslow,0.2,11636,4,0.2,11742,4
E01002637,Hounslow 005C,E09000018,Hounslow,0.3,5229,2,0.4,2411,1
E01002638,Hounslow 005D,E09000018,Hounslow,0.3,8276,3,0.3,5138,2
E01002639,Hounslow 012B,E09000018,Hounslow,0.1,20357,7,0.2,15762,5
E01002640,Hounslow 012C,E09000018,Hounslow,0.1,23390,8,0.2,13342,5
E01002641,Hounslow 018A,E09000018,Hounslow,0.2,13268,5,0.3,8144,3
E01002642,Hounslow 015A,E09000018,Hounslow,0.2,16252,5,0.3,6067,2
E01002643,Hounslow 015B,E09000018,Hounslow,0.2,12186,4,0.3,7547,3
E01002645,Hounslow 015C,E09000018,Hounslow,0.2,13069,4,0.3,5503,2
E01002646,Hounslow 017B,E09000018,Hounslow,0.3,6315,2,0.4,1947,1
E01002647,Hounslow 021A,E09000018,Hounslow,0.2,9374,3,0.3,7471,3
E01002648,Hounslow 018C,E09000018,Hounslow,0.2,14646,5,0.3,6760,3
E01002649,Hounslow 018D,E09000018,Hounslow,0.2,9333,3,0.2,9532,3
E01002650,Hounslow 021B,E09000018,Hounslow,0.2,11491,4,0.3,6176,2
E01002651,Hounslow 021C,E09000018,Hounslow,0.2,12927,4,0.2,8848,3
E01002652,Hounslow 021D,E09000018,Hounslow,0.2,12078,4,0.2,11868,4
E01002653,Hounslow 019A,E09000018,Hounslow,0.1,17851,6,0.2,15295,5
E01002654,Hounslow 019B,E09000018,Hounslow,0.1,22078,7,0.2,14538,5
E01002655,Hounslow 019C,E09000018,Hounslow,0.1,24694,8,0.1,16556,6
E01002656,Hounslow 019D,E09000018,Hounslow,0.1,19166,6,0.2,16011,5
E01002657,Hounslow 018E,E09000018,Hounslow,0.1,24469,8,0.1,18260,6
E01002658,Hounslow 015D,E09000018,Hounslow,0.1,27122,9,0.1,23363,8
E01002659,Hounslow 019E,E09000018,Hounslow,0.1,19782,7,0.2,14993,5
E01002660,Hounslow 016C,E09000018,Hounslow,0.2,12700,4,0.3,5332,2
E01002661,Hounslow 016D,E09000018,Hounslow,0.1,17426,6,0.2,9203,3
E01002662,Hounslow 017C,E09000018,Hounslow,0.1,19604,6,0.2,14227,5
E01002663,Hounslow 017D,E09000018,Hounslow,0.2,15099,5,0.4,2297,1
E01002664,Hounslow 017E,E09000018,Hounslow,0.3,6277,2,0.3,8238,3
E01002665,Hounslow 016E,E09000018,Hounslow,0.2,11066,4,0.4,2365,1
E01002666,Hounslow 021E,E09000018,Hounslow,0.2,12095,4,0.3,6301,2
E01002667,Hounslow 020A,E09000018,Hounslow,0.2,10690,4,0.2,12681,4
E01002668,Hounslow 014A,E09000018,Hounslow,0.2,11228,4,0.2,15897,5
E01002669,Hounslow 014B,E09000018,Hounslow,0.4,1650,1,0.3,4933,2
E01002670,Hounslow 020B,E09000018,Hounslow,0.1,16483,6,0.2,16246,5
E01002671,Hounslow 020C,E09000018,Hounslow,0.2,14286,5,0.1,19009,6
E01002672,Hounslow 020D,E09000018,Hounslow,0.3,7490,3,0.4,2373,1
E01002673,Hounslow 020E,E09000018,Hounslow,0.4,1795,1,0.4,1574,1
E01002674,Hounslow 012D,E09000018,Hounslow,0.1,18035,6,0.1,16796,6
E01002675,Hounslow 009A,E09000018,Hounslow,0.2,15058,5,0.1,19063,6
E01002676,Hounslow 012E,E09000018,Hounslow,0.1,19657,6,0.1,21245,7
E01002677,Hounslow 015E,E09000018,Hounslow,0.2,14816,5,0.2,12884,4
E01002678,Hounslow 009B,E09000018,Hounslow,0.1,17170,6,0.1,24515,8
E01002679,Hounslow 009C,E09000018,Hounslow,0.1,18908,6,0.1,21277,7
E01002680,Hounslow 009D,E09000018,Hounslow,0.1,19117,6,0.1,18750,6
E01002681,Hounslow 014C,E09000018,Hounslow,0.3,5311,2,0.2,11313,4
E01002682,Hounslow 014D,E09000018,Hounslow,0.2,16135,5,0.2,12007,4
E01002683,Hounslow 014E,E09000018,Hounslow,0.1,17198,6,0.1,16534,6
E01002684,Hounslow 006D,E09000018,Hounslow,0.3,5319,2,0.2,8613,3
E01002686,Hounslow 006E,E09000018,Hounslow,0.3,5266,2,0.3,4541,2
E01002687,Hounslow 029A,E09000018,Hounslow,0.1,22037,7,0.2,15310,5
E01002689,Hounslow 007E,E09000018,Hounslow,0.2,11911,4,0.2,15362,5
E01002690,Hounslow 007F,E09000018,Hounslow,0.1,23723,8,0.1,26336,9
E01002691,Hounslow 029B,E09000018,Hounslow,0.3,8328,3,0.1,20584,7
E01002692,Hounslow 029C,E09000018,Hounslow,0.2,11184,4,0.2,12776,4
E01002693,Hounslow 029D,E09000018,Hounslow,0.2,14278,5,0.2,14111,5
E01032573,Hounslow 029E,E09000018,Hounslow,0.1,19132,6,0.1,19958,7
E01033000,Hounslow 025F,E09000018,Hounslow,0.4,3845,2,0.4,3587,2
E01033030,Hounslow 025G,E09000018,Hounslow,0.2,13383,5,0.3,8041,3
E01033081,Hounslow 003F,E09000018,Hounslow,0.3,7708,3,0.2,13406,5
E01033082,Hounslow 003G,E09000018,Hounslow,0.3,5095,2,0.2,9018,3
E01033083,Hounslow 018F,E09000018,Hounslow,0.1,26999,9,0.4,3712,2
E01033084,Hounslow 018G,E09000018,Hounslow,0.2,15497,5,0.2,8712,3
E01002694,Islington 019A,E09000019,Islington,0.5,719,1,0.5,451,1
E01002695,Islington 021A,E09000019,Islington,0.3,8628,3,0.4,2010,1
E01002696,Islington 020A,E09000019,Islington,0.2,11899,4,0.3,6276,2
E01002697,Islington 019B,E09000019,Islington,0.3,5256,2,0.5,944,1
E01002698,Islington 017A,E09000019,Islington,0.3,6200,2,0.3,7791,3
E01002699,Islington 017B,E09000019,Islington,0.3,8419,3,0.3,6314,2
E01002700,Islington 017C,E09000019,Islington,0.1,17706,6,0.1,19023,6
E01002701,Islington 023A,E09000019,Islington,0.4,2758,1,0.4,1827,1
E01002702,Islington 023B,E09000019,Islington,0.5,992,1,0.4,1619,1
E01002703,Islington 023C,E09000019,Islington,0.6,216,1,0.4,2683,1
E01002704,Islington 023D,E09000019,Islington,0.4,3049,1,0.3,4273,2
E01002706,Islington 023E,E09000019,Islington,0.4,3253,1,0.3,4641,2
E01002707,Islington 022B,E09000019,Islington,0.5,613,1,0.4,2918,1
E01002708,Islington 015A,E09000019,Islington,0.6,248,1,0.3,3952,2
E01002709,Islington 019C,E09000019,Islington,0.5,892,1,0.5,838,1
E01002710,Islington 019D,E09000019,Islington,0.3,4714,2,0.4,2187,1
E01002711,Islington 021B,E09000019,Islington,0.4,4348,2,0.3,4570,2
E01002712,Islington 015B,E09000019,Islington,0.3,7158,3,0.4,1812,1
E01002713,Islington 015C,E09000019,Islington,0.5,1018,1,0.4,1597,1
E01002714,Islington 017D,E09000019,Islington,0.1,19876,7,0.2,12977,4
E01002715,Islington 019E,E09000019,Islington,0.5,419,1,0.5,1386,1
E01002716,Islington 014A,E09000019,Islington,0.4,2239,1,0.5,1071,1
E01002717,Islington 016A,E09000019,Islington,0.3,6846,3,0.2,10057,4
E01002718,Islington 014B,E09000019,Islington,0.2,15277,5,0.2,9620,3
E01002719,Islington 016B,E09000019,Islington,0.2,12488,4,0.2,12450,4
E01002720,Islington 016C,E09000019,Islington,0.5,585,1,0.5,1333,1
E01002721,Islington 014C,E09000019,Islington,0.3,4609,2,0.3,4484,2
E01002722,Islington 018A,E09000019,Islington,0.4,2237,1,0.4,2784,1
E01002723,Islington 022C,E09000019,Islington,0.5,621,1,0.4,3582,2
E01002724,Islington 022D,E09000019,Islington,0.3,8263,3,0.2,11099,4
E01002725,Islington 022E,E09000019,Islington,0.4,2286,1,0.3,4104,2
E01002726,Islington 022F,E09000019,Islington,0.3,5184,2,0.4,3255,1
E01002727,Islington 021C,E09000019,Islington,0.3,5168,2,0.3,7259,3
E01002728,Islington 021D,E09000019,Islington,0.3,4741,2,0.4,3792,2
E01002729,Islington 021E,E09000019,Islington,0.4,3140,1,0.2,8789,3
E01002730,Islington 007A,E09000019,Islington,0.3,6632,3,0.4,1474,1
E01002731,Islington 007B,E09000019,Islington,0.4,3023,1,0.4,2959,1
E01002732,Islington 005A,E09000019,Islington,0.5,828,1,0.6,232,1
E01002733,Islington 007C,E09000019,Islington,0.2,9742,3,0.3,6244,2
E01002734,Islington 005B,E09000019,Islington,0.5,525,1,0.5,462,1
E01002735,Islington 003A,E09000019,Islington,0.4,3213,1,0.5,1251,1
E01002736,Islington 005C,E09000019,Islington,0.3,4692,2,0.5,783,1
E01002737,Islington 005D,E09000019,Islington,0.4,3147,1,0.5,842,1
E01002738,Islington 009A,E09000019,Islington,0.3,8685,3,0.3,6981,3
E01002739,Islington 013A,E09000019,Islington,0.2,15710,5,0.3,8102,3
E01002740,Islington 013B,E09000019,Islington,0.2,14325,5,0.2,14213,5
E01002741,Islington 009B,E09000019,Islington,0.5,1336,1,0.4,2613,1
E01002742,Islington 006A,E09000019,Islington,0.2,15423,5,0.3,8175,3
E01002743,Islington 009C,E09000019,Islington,0.2,9583,3,0.3,5916,2
E01002744,Islington 009D,E09000019,Islington,0.1,17265,6,0.3,4762,2
E01002745,Islington 013C,E09000019,Islington,0.2,13220,5,0.2,9259,3
E01002747,Islington 006B,E09000019,Islington,0.2,15827,5,0.2,8792,3
E01002748,Islington 006C,E09000019,Islington,0.4,2013,1,0.5,752,1
E01002749,Islington 006D,E09000019,Islington,0.3,8406,3,0.4,3247,1
E01002751,Islington 005E,E09000019,Islington,0.5,1383,1,0.5,650,1
E01002752,Islington 009E,E09000019,Islington,0.3,5845,2,0.4,3341,2
E01002753,Islington 002A,E09000019,Islington,0.4,3258,1,0.3,4311,2
E01002754,Islington 002B,E09000019,Islington,0.2,13073,4,0.3,7372,3
E01002755,Islington 001A,E09000019,Islington,0.4,3459,2,0.4,1800,1
E01002756,Islington 001B,E09000019,Islington,0.3,7348,3,0.3,5343,2
E01002757,Islington 002C,E09000019,Islington,0.3,5865,2,0.3,6852,3
E01002758,Islington 001C,E09000019,Islington,0.4,1959,1,0.5,759,1
E01002759,Islington 002D,E09000019,Islington,0.3,7803,3,0.2,9368,3
E01002760,Islington 002E,E09000019,Islington,0.4,2375,1,0.5,1187,1
E01002762,Islington 011C,E09000019,Islington,0.2,12687,4,0.3,5240,2
E01002763,Islington 007D,E09000019,Islington,0.4,2063,1,0.4,1751,1
E01002764,Islington 010A,E09000019,Islington,0.4,3311,2,0.4,3846,2
E01002765,Islington 015D,E09000019,Islington,0.4,2752,1,0.5,593,1
E01002766,Islington 015E,E09000019,Islington,0.4,4516,2,0.4,1697,1
E01002767,Islington 011D,E09000019,Islington,0.4,1945,1,0.5,1222,1
E01002768,Islington 004A,E09000019,Islington,0.3,6294,2,0.3,4236,2
E01002769,Islington 008A,E09000019,Islington,0.1,19904,7,0.4,3678,2
E01002770,Islington 004B,E09000019,Islington,0.2,10749,4,0.3,6220,2
E01002771,Islington 004C,E09000019,Islington,0.4,4393,2,0.3,7362,3
E01002772,Islington 002F,E09000019,Islington,0.3,6149,2,0.4,2924,1
E01002773,Islington 004D,E09000019,Islington,0.5,1421,1,0.5,885,1
E01002774,Islington 004E,E09000019,Islington,0.3,8835,3,0.4,2261,1
E01002775,Islington 014D,E09000019,Islington,0.3,7498,3,0.4,3818,2
E01002776,Islington 014E,E09000019,Islington,0.4,4488,2,0.4,2254,1
E01002777,Islington 012A,E09000019,Islington,0.4,2048,1,0.4,3704,2
E01002778,Islington 012B,E09000019,Islington,0.4,2097,1,0.4,1571,1
E01002779,Islington 012C,E09000019,Islington,0.2,9497,3,0.3,5005,2
E01002780,Islington 014F,E09000019,Islington,0.3,6729,3,0.4,2111,1
E01002781,Islington 012D,E09000019,Islington,0.4,3210,1,0.3,4569,2
E01002782,Islington 012E,E09000019,Islington,0.4,2580,1,0.5,1033,1
E01002783,Islington 010B,E09000019,Islington,0.5,1564,1,0.5,1010,1
E01002784,Islington 010C,E09000019,Islington,0.4,1651,1,0.5,1359,1
E01002785,Islington 008B,E09000019,Islington,0.2,15818,5,0.2,16201,5
E01002786,Islington 010D,E09000019,Islington,0.5,1148,1,0.6,264,1
E01002787,Islington 010E,E09000019,Islington,0.4,4077,2,0.3,4496,2
E01002788,Islington 008C,E09000019,Islington,0.2,13526,5,0.3,7037,3
E01002789,Islington 008D,E09000019,Islington,0.1,18980,6,0.1,17050,6
E01002790,Islington 016D,E09000019,Islington,0.5,950,1,0.4,2009,1
E01002791,Islington 016E,E09000019,Islington,0.2,11996,4,0.2,13608,5
E01002792,Islington 017E,E09000019,Islington,0.2,11086,4,0.2,9952,4
E01002793,Islington 016F,E09000019,Islington,0.5,665,1,0.4,1513,1
E01002794,Islington 020B,E09000019,Islington,0.3,8409,3,0.3,7360,3
E01002795,Islington 013D,E09000019,Islington,0.3,5776,2,0.3,4130,2
E01002796,Islington 013E,E09000019,Islington,0.3,6746,3,0.3,7144,3
E01002797,Islington 018B,E09000019,Islington,0.4,2103,1,0.5,1233,1
